,Date,Event,Feature,Finish,Start,Driver
1305,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,18,24,Mikey Flynn - R
1306,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,19,25,Tyler Leary
1307,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,20,2,Tyler Hines
1308,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,21,26,Troy Talman
1309,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,22,22,Shawn Thibeault
1310,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,23,13,"Joey Ternullo, Jr. - R"
1311,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,24,3,Joey Cipriano
1312,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,25,5,Andrew Molleur - R
1313,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,26,15,Matt Vassar
1314,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,27,19,Curt Brainard
1315,"September 13, 2019", ,SK Modified Feature Results,1,8,Stephen Kopcik
1316,"September 13, 2019", ,SK Modified Feature Results,2,9,Todd Owen
1317,"September 13, 2019", ,SK Modified Feature Results,3,12,Ronnie Williams
1318,"September 13, 2019", ,SK Modified Feature Results,4,13,Keith Rocco
1319,"September 13, 2019", ,SK Modified Feature Results,5,11,"Michael Gervais, Jr."
1320,"September 13, 2019", ,SK Modified Feature Results,6,6,Glen Reen
1321,"September 13, 2019", ,SK Modified Feature Results,7,17,"Joey Ternullo, Jr. - R"
1322,"September 13, 2019", ,SK Modified Feature Results,8,5,Andrew Molleur - R
1323,"September 13, 2019", ,SK Modified Feature Results,9,7,"Tony Membrino, Jr."
1324,"September 13, 2019", ,SK Modified Feature Results,10,18,David Arute
1325,"September 13, 2019", ,SK Modified Feature Results,11,1,Tyler Leary - R
1326,"September 13, 2019", ,SK Modified Feature Results,12,25,Curt Brainard
1327,"September 13, 2019", ,SK Modified Feature Results,13,4,Joey Cipriano
1328,"September 13, 2019", ,SK Modified Feature Results,14,3,Tyler Hines
1329,"September 13, 2019", ,SK Modified Feature Results,15,21,Ed Spiers
1330,"September 13, 2019", ,SK Modified Feature Results,16,20,John Catania
1331,"September 13, 2019", ,SK Modified Feature Results,17,22,Nick Giardina - R
1332,"September 13, 2019", ,SK Modified Feature Results,18,23,Patrick Yuhas - R
1333,"September 13, 2019", ,SK Modified Feature Results,19,19,Kyle Armstrong - R
1334,"September 13, 2019", ,SK Modified Feature Results,20,24,Fran Siana
1335,"September 13, 2019", ,SK Modified Feature Results,21,2,Marcello Rufrano - R
1336,"September 13, 2019", ,SK Modified Feature Results,22,15,Dan Avery
1337,"September 13, 2019", ,SK Modified Feature Results,23,14,Anthony Nocella
1338,"September 13, 2019", ,SK Modified Feature Results,24,10,"Michael Christopher, Jr."
1339,"August 30, 2019", ,SK Modified Feature Results,1,14,Keith Rocco
1340,"August 30, 2019", ,SK Modified Feature Results,2,15,Ronnie Williams
1341,"August 30, 2019", ,SK Modified Feature Results,3,12,"Michael Gervais, Jr."
1342,"August 30, 2019", ,SK Modified Feature Results,4,10,Todd Owen
1343,"August 30, 2019", ,SK Modified Feature Results,5,1,Troy Talman
1344,"August 30, 2019", ,SK Modified Feature Results,6,7,David Arute
1345,"August 30, 2019", ,SK Modified Feature Results,7,6,"Tony Membrino, Jr."
1346,"August 30, 2019", ,SK Modified Feature Results,8,2,Joey Cipriano
1347,"August 30, 2019", ,SK Modified Feature Results,9,13,"Michael Christopher, Jr."
1348,"August 30, 2019", ,SK Modified Feature Results,10,21,Todd Patnode
1349,"August 30, 2019", ,SK Modified Feature Results,11,5,Andrew Molleur
1350,"August 30, 2019", ,SK Modified Feature Results,12,16,Tyler Leary - R
1351,"August 30, 2019", ,SK Modified Feature Results,13,17,Ed Spiers
1352,"August 30, 2019", ,SK Modified Feature Results,14,4,Tyler Hines
1353,"August 30, 2019", ,SK Modified Feature Results,15,18,John Catania
1354,"August 30, 2019", ,SK Modified Feature Results,16,20,Anthony Nocella
1355,"August 30, 2019", ,SK Modified Feature Results,17,3,Cory DiMatteo
1356,"August 30, 2019", ,SK Modified Feature Results,18,8,Glen Reen
1357,"August 30, 2019", ,SK Modified Feature Results,19,11,Stephen Kopcik
1358,"August 30, 2019", ,SK Modified Feature Results,20,9,Marcello Rufrano - R
1359,"August 30, 2019", ,SK Modified Feature Results,21,19,Dan Avery
1360,"August 23, 2019", ,SK Modified Feature Results,1,13,Keith Rocco
1361,"August 23, 2019", ,SK Modified Feature Results,2,11,"Michael Christopher, Jr."
1362,"August 23, 2019", ,SK Modified Feature Results,3,6,Todd Owen
1363,"August 23, 2019", ,SK Modified Feature Results,4,9,"Michael Gervais, Jr."
1364,"August 23, 2019", ,SK Modified Feature Results,5,8,Stephen Kopcik
1365,"August 23, 2019", ,SK Modified Feature Results,6,14,Ronnie Williams
1366,"August 23, 2019", ,SK Modified Feature Results,7,16,Glen Reen
1367,"August 23, 2019", ,SK Modified Feature Results,8,21,Chase Dowling
1368,"August 23, 2019", ,SK Modified Feature Results,9,4,"Tony Membrino, Jr."
1369,"August 23, 2019", ,SK Modified Feature Results,10,12,Joey Cipriano
1370,"August 23, 2019", ,SK Modified Feature Results,11,2,Troy Talman
1371,"August 23, 2019", ,SK Modified Feature Results,12,3,Tyler Hines
1372,"August 23, 2019", ,SK Modified Feature Results,13,15,Ed Spiers
1373,"August 23, 2019", ,SK Modified Feature Results,14,1,Tyler Leary - R
1374,"August 23, 2019", ,SK Modified Feature Results,15,5,Andrew Molleur - R
1375,"August 23, 2019", ,SK Modified Feature Results,16,18,Todd Patnode - R
1376,"August 23, 2019", ,SK Modified Feature Results,17,23,"Joey Ternullo, Jr. - R"
1377,"August 23, 2019", ,SK Modified Feature Results,18,17,Eric Berndt
1378,"August 23, 2019", ,SK Modified Feature Results,19,22,John Catania
1379,"August 23, 2019", ,SK Modified Feature Results,20,24,Anthony Nocella
1380,"August 23, 2019", ,SK Modified Feature Results,21,20,Nick Giardina - R
1381,"August 23, 2019", ,SK Modified Feature Results,22,19,David Arute
1382,"August 23, 2019", ,SK Modified Feature Results,23,25,Rob Goulet
1383,"August 23, 2019", ,SK Modified Feature Results,24,10,Marcello Rufrano - R
1384,"August 16, 2019", ,SK Modified Feature Results,1,15,Ronnie Williams
1385,"August 16, 2019", ,SK Modified Feature Results,2,12,Keith Rocco
1386,"August 16, 2019", ,SK Modified Feature Results,3,5,Stephen Kopcik
1387,"August 16, 2019", ,SK Modified Feature Results,4,7,"Michael Gervais, Jr."
1388,"August 16, 2019", ,SK Modified Feature Results,5,10,Cory DiMatteo
1389,"August 16, 2019", ,SK Modified Feature Results,6,11,Todd Owen
1390,"August 16, 2019", ,SK Modified Feature Results,7,1,"Tony Membrino, Jr."
1391,"August 16, 2019", ,SK Modified Feature Results,8,13,"Michael Christopher, Jr."
1392,"August 16, 2019", ,SK Modified Feature Results,9,8,Marcello Rufrano - R
1393,"August 16, 2019", ,SK Modified Feature Results,10,4,David Arute
1394,"August 16, 2019", ,SK Modified Feature Results,11,2,Tyler Hines
1395,"August 16, 2019", ,SK Modified Feature Results,12,20,Glen Reen
1396,"August 16, 2019", ,SK Modified Feature Results,13,14,Joey Cipriano
1397,"August 16, 2019", ,SK Modified Feature Results,14,17,Troy Talman
1398,"August 16, 2019", ,SK Modified Feature Results,15,16,Matt Galko
1399,"August 16, 2019", ,SK Modified Feature Results,16,22,John Catania
1400,"August 16, 2019", ,SK Modified Feature Results,17,19,Tyler Jones - R
1401,"August 16, 2019", ,SK Modified Feature Results,18,21,Anthony Nocella
1402,"August 16, 2019", ,SK Modified Feature Results,19,9,Eric Berndt
1403,"August 16, 2019", ,SK Modified Feature Results,20,6,Andrew Molleur - R
1404,"August 16, 2019", ,SK Modified Feature Results,21,3,Dan Wesson
1405,"August 16, 2019", ,SK Modified Feature Results,22,18,Tyler Leary
1406,"August 9, 2019", ,SK Modified Feature Results,1,13,Ronnie Williams
1407,"August 9, 2019", ,SK Modified Feature Results,2,4,"Michael Christopher, Jr."
1408,"August 9, 2019", ,SK Modified Feature Results,3,3,Marcello Rufrano - R
1409,"August 9, 2019", ,SK Modified Feature Results,4,1,David Arute
1410,"August 9, 2019", ,SK Modified Feature Results,5,9,Glen Reen
1411,"August 9, 2019", ,SK Modified Feature Results,6,10,Keith Rocco
1412,"August 9, 2019", ,SK Modified Feature Results,7,7,"Michael Gervais, Jr."
1413,"August 9, 2019", ,SK Modified Feature Results,8,2,Tyler Hines
1414,"August 9, 2019", ,SK Modified Feature Results,9,17,Andrew Molleur - R
1415,"August 9, 2019", ,SK Modified Feature Results,10,8,Stephen Kopcik
1416,"August 9, 2019", ,SK Modified Feature Results,11,20,"Joey Ternullo, Jr. - R"
1417,"August 9, 2019", ,SK Modified Feature Results,12,5,Cory DiMatteo
1418,"August 9, 2019", ,SK Modified Feature Results,13,12,Joey Cipriano
1419,"August 9, 2019", ,SK Modified Feature Results,14,22,Tyler Leary
1420,"August 9, 2019", ,SK Modified Feature Results,15,23,Joe Gada - R
1421,"August 9, 2019", ,SK Modified Feature Results,16,15,Dan Wesson
1422,"August 9, 2019", ,SK Modified Feature Results,17,14,Troy Talman
1423,"August 9, 2019", ,SK Modified Feature Results,18,16,Matt Galko
1424,"August 9, 2019", ,SK Modified Feature Results,19,19,Anthony Nocella
1425,"August 9, 2019", ,SK Modified Feature Results,20,18,"Tony Membrino, Jr."
1426,"August 9, 2019", ,SK Modified Feature Results,21,6,Eric Berndt
1427,"August 9, 2019", ,SK Modified Feature Results,22,11,Todd Owen
1428,"August 2, 2019", ,SK Modified Feature Results,1,12,Keith Rocco
1429,"August 2, 2019", ,SK Modified Feature Results,2,11,Glen Reen
1430,"August 2, 2019", ,SK Modified Feature Results,3,8,Eric Berndt
1431,"August 2, 2019", ,SK Modified Feature Results,4,4,"Michael Christopher, Jr."
1432,"August 2, 2019", ,SK Modified Feature Results,5,9,Cory DiMatteo
1433,"August 2, 2019", ,SK Modified Feature Results,6,15,Ronnie Williams
1434,"August 2, 2019", ,SK Modified Feature Results,7,13,Todd Owen
1435,"August 2, 2019", ,SK Modified Feature Results,8,17,"Tony Membrino, Jr."
1436,"August 2, 2019", ,SK Modified Feature Results,9,5,Andrew Molleur - R
1437,"August 2, 2019", ,SK Modified Feature Results,10,10,"Michael Gervais, Jr."
1438,"August 2, 2019", ,SK Modified Feature Results,11,6,Marcello Rufrano - R
1439,"August 2, 2019", ,SK Modified Feature Results,12,2,Tyler Hines
1440,"August 2, 2019", ,SK Modified Feature Results,13,7,Tyler Leary - R
1441,"August 2, 2019", ,SK Modified Feature Results,14,18,Troy Talman
1442,"August 2, 2019", ,SK Modified Feature Results,15,16,Dan Wesson
1443,"August 2, 2019", ,SK Modified Feature Results,16,3,Matt Galko
1444,"August 2, 2019", ,SK Modified Feature Results,17,14,Stephen Kopcik
1445,"August 2, 2019", ,SK Modified Feature Results,18,1,David Arute
1446,"July 26, 2019", ,SK Modified Feature Results,1,10,Todd Owen
1447,"July 26, 2019", ,SK Modified Feature Results,2,13,Ronnie Williams
1448,"July 26, 2019", ,SK Modified Feature Results,3,16,Glen Reen
1449,"July 26, 2019", ,SK Modified Feature Results,4,2,Cory DiMatteo
1450,"July 26, 2019", ,SK Modified Feature Results,5,20,Dan Wesson
1451,"July 26, 2019", ,SK Modified Feature Results,6,1,"Michael Christopher, Jr."
1452,"July 26, 2019", ,SK Modified Feature Results,7,9,"Michael Gervais, Jr."
1453,"July 26, 2019", ,SK Modified Feature Results,8,22,Eric Berndt
1454,"July 26, 2019", ,SK Modified Feature Results,9,15,Kyle James - R
1455,"July 26, 2019", ,SK Modified Feature Results,10,11,Stephen Kopcik
1456,"July 26, 2019", ,SK Modified Feature Results,11,6,Joey Cipriano
1457,"July 26, 2019", ,SK Modified Feature Results,12,14,Tyler Leary - R
1458,"July 26, 2019", ,SK Modified Feature Results,13,18,Ed Spiers
1459,"July 26, 2019", ,SK Modified Feature Results,14,23,Tyler Jones - R
1460,"July 26, 2019", ,SK Modified Feature Results,15,4,Tyler Hines
1461,"July 26, 2019", ,SK Modified Feature Results,16,17,David Arute
1462,"July 26, 2019", ,SK Modified Feature Results,17,7,Matt Galko
1463,"July 26, 2019", ,SK Modified Feature Results,18,8,Andrew Molleur - R
1464,"July 26, 2019", ,SK Modified Feature Results,19,8,Marcello Rufrano - R
1465,"July 26, 2019", ,SK Modified Feature Results,20,3,Troy Talman
1466,"July 26, 2019", ,SK Modified Feature Results,21,21,"Tony Membrino, Jr."
1467,"July 26, 2019", ,SK Modified Feature Results,22,19,John Catania
1468,"July 26, 2019", ,SK Modified Feature Results,23,12,Keith Rocco
1469,"July 19, 2019", ,SK Modified Feature Results,1,13,Ronnie Williams
1470,"July 19, 2019", ,SK Modified Feature Results,2,17,Stephen Kopcik
1471,"July 19, 2019", ,SK Modified Feature Results,3,5,"Michael Gervais, Jr."
1472,"July 19, 2019", ,SK Modified Feature Results,4,15,Dan Wesson
1473,"July 19, 2019", ,SK Modified Feature Results,5,19,Keith Rocco
1474,"July 19, 2019", ,SK Modified Feature Results,6,4,Marcello Rufrano - R
1475,"July 19, 2019", ,SK Modified Feature Results,7,12,Todd Owen
1476,"July 19, 2019", ,SK Modified Feature Results,8,14,Tyler Leary - R
1477,"July 19, 2019", ,SK Modified Feature Results,9,18,Matt Galko
1478,"July 19, 2019", ,SK Modified Feature Results,10,2,Troy Talman
1479,"July 19, 2019", ,SK Modified Feature Results,11,11,Glen Reen
1480,"July 19, 2019", ,SK Modified Feature Results,12,20,Ed Spiers
1481,"July 19, 2019", ,SK Modified Feature Results,13,22,Tyler Hines
1482,"July 19, 2019", ,SK Modified Feature Results,14,3,Cory DiMatteo
1483,"July 19, 2019", ,SK Modified Feature Results,15,8,Andrew Molleur - R
1484,"July 19, 2019", ,SK Modified Feature Results,16,7,Eric Berndt
1485,"July 19, 2019", ,SK Modified Feature Results,17,23,Justin Albernaz - R
1486,"July 19, 2019", ,SK Modified Feature Results,18,16,Tyler Jones - R
1487,"July 19, 2019", ,SK Modified Feature Results,19,6,David Arute
1488,"July 19, 2019", ,SK Modified Feature Results,20,9,"Tony Membrino, Jr."
1489,"July 19, 2019", ,SK Modified Feature Results,21,21,Matt Vassar
1490,"July 19, 2019", ,SK Modified Feature Results,22,1,"Michael Christopher, Jr."
1491,"July 19, 2019", ,SK Modified Feature Results,23,10,Joey Cipriano
1492,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,1,6,Keith Rocco
1493,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,2,4,Todd Owen
1494,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,3,7,Stephen Kopcik
1495,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,4,2,Joey Cipriano
1496,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,5,1,Eric Berndt
1497,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,6,5,Ronnie Williams
1498,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,7,8,Andrew Molleur - R
1499,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,8,3,Glen Reen
1500,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,9,11,"Tony Membrino, Jr."
1501,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,10,10,Dan Wesson
1502,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,11,13,David Arute
1503,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,12,12,"Joey Ternullo, Jr."
1504,"July 12, 2019", TC 13 Shootout ,SK Modified Feature Results,13,9,Kyle James
1505,"July 12, 2019", ,SK Modified Feature Results,1,10,Stephen Kopcik
1506,"July 12, 2019", ,SK Modified Feature Results,2,14,Keith Rocco
1507,"July 12, 2019", ,SK Modified Feature Results,3,15,Ronnie Williams
1508,"July 12, 2019", ,SK Modified Feature Results,4,13,Todd Owen
1509,"July 12, 2019", ,SK Modified Feature Results,5,12,Glen Reen
1510,"July 12, 2019", ,SK Modified Feature Results,6,11,Joey Cipriano
1511,"July 12, 2019", ,SK Modified Feature Results,7,8,Eric Berndt
1512,"July 12, 2019", ,SK Modified Feature Results,8,7,Andrew Molleur - R
1513,"July 12, 2019", ,SK Modified Feature Results,9,25,Kyle James - R
1514,"July 12, 2019", ,SK Modified Feature Results,10,20,Dan Wesson
1515,"July 12, 2019", ,SK Modified Feature Results,11,18,"Tony Membrino, Jr."
1516,"July 12, 2019", ,SK Modified Feature Results,12,23,"Joey Ternullo, Jr."
1517,"July 12, 2019", ,SK Modified Feature Results,13,5,David Arute
1518,"July 12, 2019", ,SK Modified Feature Results,14,9,"Michael Gervais, Jr."
1519,"July 12, 2019", ,SK Modified Feature Results,15,19,Tyler Leary
1520,"July 12, 2019", ,SK Modified Feature Results,16,22,Dan Avery
1521,"July 12, 2019", ,SK Modified Feature Results,17,3,Matt Galko
1522,"July 12, 2019", ,SK Modified Feature Results,18,6,Tyler Hines
1523,"July 12, 2019", ,SK Modified Feature Results,19,4,Marcello Rufrano - R
1524,"July 12, 2019", ,SK Modified Feature Results,20,24,Tyler Jones - R
1525,"July 12, 2019", ,SK Modified Feature Results,21,21,Ed Spiers
1526,"July 12, 2019", ,SK Modified Feature Results,22,1,Nick Salva
1527,"July 12, 2019", ,SK Modified Feature Results,23,17,Troy Talman
1528,"July 12, 2019", ,SK Modified Feature Results,24,16,Cory DiMatteo
1529,"July 12, 2019", ,SK Modified Feature Results,25,2,"Michael Christopher, Jr."
1530,"July 12, 2019", ,SK Modified Feature Results,26,26,"Doug Meservey, Jr."
1531,"July 5, 2019", ,SK Modified Feature Results,1,11,Keith Rocco
1532,"July 5, 2019", ,SK Modified Feature Results,2,12,Ronnie Williams
1533,"July 5, 2019", ,SK Modified Feature Results,3,9,Glen Reen
1534,"July 5, 2019", ,SK Modified Feature Results,4,13,Todd Owen
1535,"July 5, 2019", ,SK Modified Feature Results,5,8,"Michael Gervais, Jr."
1536,"July 5, 2019", ,SK Modified Feature Results,6,15,"Tony Membrino, Jr."
1537,"July 5, 2019", ,SK Modified Feature Results,7,5,Eric Berndt
1538,"July 5, 2019", ,SK Modified Feature Results,8,3,Tyler Hines
1539,"July 5, 2019", ,SK Modified Feature Results,9,7,Matt Galko
1540,"July 5, 2019", ,SK Modified Feature Results,10,16,David Arute
1541,"July 5, 2019", ,SK Modified Feature Results,11,6,Stephen Kopcik
1542,"July 5, 2019", ,SK Modified Feature Results,12,4,Marcello Rufrano - R
1543,"July 5, 2019", ,SK Modified Feature Results,13,17,Andrew Molleur - R
1544,"July 5, 2019", ,SK Modified Feature Results,14,1,Troy Talman
1545,"July 5, 2019", ,SK Modified Feature Results,15,10,"Michael Christopher, Jr."
1546,"July 5, 2019", ,SK Modified Feature Results,16,2,Cory DiMatteo
1547,"July 5, 2019", ,SK Modified Feature Results,17,25,Joey Cipriano
1548,"July 5, 2019", ,SK Modified Feature Results,18,18,Tyler Leary - R
1549,"July 5, 2019", ,SK Modified Feature Results,19,21,John Montesanto
1550,"July 5, 2019", ,SK Modified Feature Results,20,19,Nick Salva
1551,"July 5, 2019", ,SK Modified Feature Results,21,22,Tyler Jones - R
1552,"July 5, 2019", ,SK Modified Feature Results,22,23,John Catania
1553,"July 5, 2019", ,SK Modified Feature Results,23,14,Dan Wesson
1554,"July 5, 2019", ,SK Modified Feature Results,24,24,Matt Vassar
1555,"July 5, 2019", ,SK Modified Feature Results,25,20,Mike Christopher
1556,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,1,8,Ronnie Williams
1557,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,2,10,Keith Rocco
1558,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,3,21,Chase Dowling
1559,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,4,4,Joey Cipriano
1560,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,5,27,Andrew Molleur - R
1561,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,6,1,Marcello Rufrano - R
1562,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,7,3,David Arute
1563,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,8,12,"Tony Membrino, Jr."
1564,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,9,17,Todd Owen
1565,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,10,2,Tyler Hines
1566,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,11,25,Ed Spiers
1567,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,12,14,Tyler Leary - R
1568,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,13,15,Dan Wesson
1569,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,14,5,Cory DiMatteo
1570,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,15,26,Tom Bolles
1571,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,16,7,"Michael Gervais, Jr."
1572,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,17,6,Troy Talman
1573,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,18,22,Nick Salva
1574,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,19,18,Matt Galko
1575,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,20,23,Kenny Horton
1576,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,21,9,"Michael Christopher, Jr."
1577,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,22,19,Dan Avery
1578,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,23,13,Matt Vassar
1579,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,24,16,Glen Reen
1580,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,25,11,Eric Berndt
1581,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,26,20,Stephen Kopcik
1582,"June 28, 2019", NAPA Auto Parts ,SK 5K Feature Results,27,24,John Studley - R
1583,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,1,12,Todd Owen
1584,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,2,7,Glen Reen
1585,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,3,5,Ronnie Williams
1586,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,4,1,Stephen Kopcik
1587,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,5,17,Eric Berndt
1588,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,6,8,"Michael Christopher, Jr."
1589,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,7,11,Keith Rocco
1590,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,8,10,"Michael Gervais, Jr."
1591,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,9,16,Matt Galko
1592,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,10,2,Joey Cipriano
1593,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,11,19,Cory DiMatteo
1594,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,12,9,Andrew Molleur - R
1595,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,13,13,Tyler Leary
1596,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,14,23,Ed Spiers
1597,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,15,4,Nick Salva
1598,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,16,14,Dan Wesson
1599,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,17,3,Tyler Hines
1600,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,18,6,D.J. Burnham
1601,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,19,22,Tom Bolles
1602,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,20,24,Troy Talman
1603,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,21,15,Matt Vassar
1604,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,22,21,"Tony Membrino, Jr."
1605,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,23,26,Max Zachem
1606,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,24,25,"Joey Ternullo, Jr. - R"
1607,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,25,18,Marcello Rufrano - R
1608,"June 21, 2019", Casagrande Builders 30 ,SK Modified Feature Results,26,20,David Arute
1609,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,1,9,Todd Owen
1610,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,2,1,"Michael Christopher, Jr."
1611,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,3,14,Keith Rocco
1612,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,4,12,"Michael Gervais, Jr."
1613,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,5,5,Matt Galko
1614,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,6,7,Nick Salva
1615,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,7,18,David Arute
1616,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,8,20,Chase Dowling
1617,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,9,13,Ronnie Williams
1618,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,10,15,Eric Berndt
1619,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,11,21,Dylan Izzo
1620,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,12,8,Glen Reen
1621,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,13,27,Frank Ruocco
1622,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,14,10,Joey Cipriano
1623,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,15,11,Andrew Molleur - R
1624,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,16,19,Matt Vassar
1625,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,17,3,Marcello Rufrano - R
1626,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,18,17,D.J. Burnham
1627,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,19,2,Stephen Kopcik
1628,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,20,25,"Tony Membrino, Jr."
1629,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,21,22,Dan Wesson
1630,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,22,4,Tyler Hines
1631,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,23,23,Tyler Leary - R
1632,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,24,26,John Catania
1633,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,25,6,Troy Talman
1634,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,26,16,Cory DiMatteo
1635,"June 14, 2019", Twisted Tea Open 80 ,SK Modified Feature Results,27,24,Tom Bolles
1636,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,1,7,Eric Berndt
1637,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,2,9,Keith Rocco
1638,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,3,13,Glen Reen
1639,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,4,1,Troy Talman
1640,"June 7, 2019", Whelen Event Night ,SK Modified Feature Results,5,2,Cory DiMatteo
